issuer_ticker,name,asset_class,weight_percent,price,nominal,market_value,notional_value,sector,isin,exchange,location,market_currency,fund_name,LEI
HEN3,HENKEL & KGAA PREF AG,Equity,0.03,92.88,143456,13324852.6,13324852.6,Consumer Staples,DE0006048432,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,549300VZCL1HTH4O4Y49
CINF,CINCINNATI FINANCIAL CORP,Equity,0.03,117.89,112973,13318386.97,13318386.97,Financials,US1720621010,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,254900Q4WEDMZBOZ0002
PFG,PRINCIPAL FINANCIAL GROUP INC,Equity,0.03,65.74000000000001,202478,13310903.72,13310903.72,Financials,US74251V1026,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,CUMYEZJOAF02RYZ1JJ85
GPC,GENUINE PARTS,Equity,0.03,124.19,106965,13283983.35,13283983.35,Consumer Discretionary,US3724601055,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300D46DQVEU651W04
W,WAYFAIR INC CLASS A,Equity,0.03,277.87,47809,13284686.83,13284686.83,Consumer Discretionary,US94419L1017,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,54930027N9ZAVYFDHK53
BNR,BRENNTAG,Equity,0.03,99.78,132870,13257503.79,13257503.79,Industrials,DE000A1DAHH0,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,NNROIXVWJ7CPSR27SV97
VIE,VEOLIA ENVIRON. SA,Equity,0.03,34.41,384940,13245106.94,13245106.94,Utilities,FR0000124141,Nyse Euronext - Euronext Paris,France,EUR,iShares Core MSCI World UCITS ETF,969500LENY69X51OOT31
HAL,HALLIBURTON,Equity,0.03,20.59,641834,13215362.06,13215362.06,Energy,US4062161017,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,ENYF8GB5SMQZ25S06U51
ESSITY B,ESSITY CLASS B,Equity,0.03,31.1,423374,13168869.239999998,13168869.239999998,Consumer Staples,SE0009922164,Nasdaq Omx Nordic,Sweden,SEK,iShares Core MSCI World UCITS ETF,549300G8E6YUVJ1DA153
9022,CENTRAL JAPAN RAILWAY,Equity,0.03,143.37,91660,13140859.1,13140859.1,Industrials,JP3566800003,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800YAR3OVUITHTG64
MPWR,MONOLITHIC POWER SYSTEMS INC,Equity,0.03,498.83,26324,13131200.92,13131200.92,Information Technology,US6098391054,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,529900TB7O85LSZ1XU31
DIM,SARTORIUS STEDIM BIOTECH SA,Equity,0.03,622.52,21010,13079238.06,13079238.06,Health Care,FR0013154002,Nyse Euronext - Euronext Paris,France,EUR,iShares Core MSCI World UCITS ETF,52990006IVXY7GCSSR39
CAG,CONAGRA BRANDS INC,Equity,0.03,33.43,391089,13074105.27,13074105.27,Consumer Staples,US2058871029,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,54930035UDEIH090K650
J,JACOBS ENGINEERING GROUP INC,Equity,0.03,133.69,97734,13066058.46,13066058.46,Industrials,US4698141078,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300CZ8QS1GE53O776
MTB,M&T BANK CORP,Equity,0.03,137.51,94991,13062212.41,13062212.41,Financials,US55261F1049,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300WYXDDBYRASEG81
4507,SHIONOGI LTD,Equity,0.03,68.61,190360,13060449.43,13060449.43,Health Care,JP3347200002,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,35380049VXDTHZI3DY35
8725,MS&AD INSURANCE GROUP HOLDINGS INC,Equity,0.03,35.57,366825,13047127.22,13047127.22,Financials,JP3890310000,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,529900CXROT5S2HMMP26
RJF,RAYMOND JAMES INC,Equity,0.03,134.45000000000002,96801,13014894.45,13014894.45,Financials,US7547301090,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,RGUZHJ05YTITL6D76949
5401,NIPPON STEEL CORP,Equity,0.03,20.88,621800,12983229.37,12983229.37,Materials,JP3381000003,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,35380065QWQ4U2V3PA33
OMC,OMNICOM GROUP INC,Equity,0.03,73.3,177060,12978498,12978498,Communication,US6819191064,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,HKUPACFHSSASQK8HLS17
4523,EISAI LTD,Equity,0.03,76.09,170440,12968362.239999998,12968362.239999998,Health Care,JP3160400002,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800HDEE0ZYEX4QV91
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Equity,0.03,151.89,85367,12966393.63,12966393.63,Communication,US8740541094,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,BOMSTHHJK882EWYX3334
HM B,HENNES & MAURITZ,Equity,0.03,19.97,648657,12951214.239999998,12951214.239999998,Consumer Discretionary,SE0000106270,Nasdaq Omx Nordic,Sweden,SEK,iShares Core MSCI World UCITS ETF,529900O5RR7R39FRDM42
SWMA,SWEDISH MATCH,Equity,0.03,9.53,1355708,12915839.19,12915839.19,Consumer Staples,SE0015812219,Nasdaq Omx Nordic,Sweden,SEK,iShares Core MSCI World UCITS ETF,529900YVXCGNWAUYZG78
6502,TOSHIBA CORP,Equity,0.03,43.05,299427,12889151.3,12889151.3,Industrials,JP3592200004,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,549300LBHTST91VKHO68
VTRS,VIATRIS INC,Equity,0.03,13.69,940353,12873432.57,12873432.57,Health Care,US92556V1061,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,254900ZZTSW7NL773X71
PEAK,HEALTHPEAK PROPERTIES INC,Equity,0.03,35.3,364565,12869144.5,12869144.5,Real Estate,US42250P1030,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,PZ9HF5U52KPF0MH0QN75
RNG,RINGCENTRAL INC CLASS A,Equity,0.03,224.61,57093,12823658.73,12823658.73,Information Technology,US76680R2067,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300C8EH0H1614VE84
8802,MITSUBISHI ESTATE CO LTD,Equity,0.03,16.279999999999998,786231,12799109.3,12799109.3,Real Estate,JP3899600005,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800KOFMRGOXSJ5Z65
6506,YASKAWA ELECTRIC CORP,Equity,0.03,55.08,229000,12614318.29,12614318.29,Industrials,JP3932000007,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,3538003K39GR98R0CK58
SHB A,SVENSKA HANDELSBANKEN-A SHS,Equity,0.03,11.02,1140645,12575536.52,12575536.52,Financials,SE0007100599,Nasdaq Omx Nordic,Sweden,SEK,iShares Core MSCI World UCITS ETF,NHBDILHZTYCNBV5UYZ31
8604,NOMURA HOLDINGS INC,Equity,0.03,5.17,2427531,12548331.7,12548331.7,Financials,JP3762600009,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,549300B3CEAHYG7K8164
LKQ,LKQ CORP,Equity,0.03,52.24,240173,12546637.52,12546637.52,Consumer Discretionary,US5018892084,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,DS830JTTZQN6GK0I2E41
BKR,BAKER HUGHES CLASS A,Equity,0.03,24.39,512606,12502460.34,12502460.34,Energy,US05722G1004,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300XU3XH6F05YEQ93
EXAS,EXACT SCIENCES CORP,Equity,0.03,102.79,121436,12482406.44,12482406.44,Health Care,US30063P1057,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300VM3X1FYD4N9Z14
CAH,CARDINAL HEALTH INC,Equity,0.03,52.73,236213,12455511.49,12455511.49,Health Care,US14149Y1082,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,CCU46N3GJMF4OK4N7U60
MKL,MARKEL CORP,Equity,0.03,1218.81,10206,12439174.86,12439174.86,Financials,US5705351048,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300SCNO12JLWIK605
SRT3,SARTORIUS PREF AG,Equity,0.03,664.87,18499,12299486,12299486,Health Care,DE0007165631,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,529900EQV2DY4FOAMU38
LNT,ALLIANT ENERGY CORP,Equity,0.03,58.65,208448,12225475.2,12225475.2,Utilities,US0188021085,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,5493009ML300G373MZ12
8267,AEON LTD,Equity,0.03,28.04,434700,12190629.27,12190629.27,Consumer Staples,JP3388200002,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,5299009MXFL34SA71416
FER,FERROVIAL SA,Equity,0.03,29.15,417818,12179375.06,12179375.06,Industrials,ES0118900010,Bolsa De Madrid,Spain,EUR,iShares Core MSCI World UCITS ETF,95980020140005757903
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Equity,0.03,71.07,171315,12175357.05,12175357.05,Information Technology,US78467J1007,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,529900POY8H7NPPNKK71
TFX,TELEFLEX INC,Equity,0.03,385.97,31529,12169248.13,12169248.13,Health Care,US8793691069,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,UUL85LWXB4NGSWWXIQ25
2503,KIRIN HOLDINGS LTD,Equity,0.03,18.97,640560,12151069.77,12151069.77,Consumer Staples,JP3258000003,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800GBVL72LLMTYM96
MGM,MGM RESORTS INTERNATIONAL,Equity,0.03,41.3,294203,12150583.9,12150583.9,Consumer Discretionary,US5529531015,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,54930066VBP7DZEGGJ87
PODD,INSULET CORP,Equity,0.03,287.9,42165,12139303.5,12139303.5,Health Care,US45784P1012,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300TZTYD2PYN92D43
CMS,CMS ENERGY CORP,Equity,0.03,62.48,193800,12108624,12108624,Utilities,US1258961002,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300IA9XFBAGNIBW29
BXP,BOSTON PROPERTIES REIT INC,Equity,0.03,111.17,108744,12089070.48,12089070.48,Real Estate,US1011211018,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300OF70FSEUQBT254
MAS,MASCO CORP,Equity,0.03,58.14,207896,12087073.44,12087073.44,Industrials,US5745991068,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,5GCSNMQXHEYA1JO8QN11
HFG,HELLOFRESH,Equity,0.03,102.37,117660,12044380.85,12044380.85,Consumer Discretionary,DE000A161408,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,391200ZAF4V6XD2M9G57
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Equity,0.03,88.61999999999999,135491,12007212.42,12007212.42,Industrials,US9297401088,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,06BTX5UWZD0GQ5N5Y745
6723,RENESAS ELECTRONICS CORP,Equity,0.03,12.67,947200,11998730.51,11998730.51,Information Technology,JP3164720009,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,5299000EPC47VJQOFB81
IEX,IDEX CORP,Equity,0.03,218.37,54939,11997029.43,11997029.43,Industrials,US45167R1041,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300U5Y5EL6PHYLF13
WDC,WESTERN DIGITAL CORP,Equity,0.03,58.28,205640,11984699.2,11984699.2,Information Technology,US9581021055,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300QQXOOYEF89IC56
UDR,UDR REIT INC,Equity,0.03,53.75,221453,11903098.75,11903098.75,Real Estate,US9026531049,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,P3CH2EG5X6Z1XWU1OO74
WPP,WPP PLC,Equity,0.03,13.37,885529,11842554.78,11842554.78,Communication,JE00B8KF9B49,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,549300LSGBXPYHXGDT93
9962,MISUMI GROUP INC,Equity,0.03,43.78,270200,11828180.57,11828180.57,Industrials,JP3885400006,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800SJWGE5BEK2V032
CBOE,CBOE GLOBAL MARKETS INC,Equity,0.03,123.71,95498,11814057.58,11814057.58,Financials,US12503M1080,Cboe BZX formerly known as BATS,United States,USD,iShares Core MSCI World UCITS ETF,529900RLNSGA90UPEH54
K,KELLOGG,Equity,0.03,63.54,185191,11767036.14,11767036.14,Consumer Staples,US4878361082,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,LONOZNOJYIBXOHXWDB86
MKTX,MARKETAXESS HOLDINGS INC,Equity,0.03,427.62,27484,11752708.08,11752708.08,Financials,US57060D1081,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,5493002U1CA1XJOVID83
CGNX,COGNEX CORP,Equity,0.03,90.95,128793,11713723.35,11713723.35,Information Technology,US1924221039,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300JQTYZCLC43S226
8697,JAPAN EXCHANGE GROUP INC,Equity,0.03,27.39,427400,11705264.02,11705264.02,Financials,JP3183200009,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800578ADEGIJTVW07
BBWI,BATH AND BODY WORKS INC,Equity,0.03,66.51,175970,11703764.7,11703764.7,Consumer Discretionary,US0708301041,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,GR3KVMWVCR54YWQNXU90
AES,AES CORP,Equity,0.03,24.28,479860,11651000.8,11651000.8,Utilities,US00130H1059,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,2NUNNB7D43COUIRE5295
COUP,COUPA SOFTWARE INC,Equity,0.03,246.51,47254,11648583.54,11648583.54,Information Technology,US22266L1061,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300Q95ICR2GFL2K37
FME,FRESENIUS MEDICAL CARE AG,Equity,0.03,70.25,165169,11603390.15,11603390.15,Health Care,DE0005785802,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,549300CP8NY40UP89Q40
3407,ASAHI KASEI CORP,Equity,0.03,11.48,1010156,11598599.22,11598599.22,Materials,JP3111200006,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800GPI4Z3MGDGN142
SY1,SYMRISE AG,Equity,0.03,141.98000000000002,81608,11587148.2,11587148.2,Materials,DE000SYM9999,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,529900D82I6R9601CF26
NLOK,NORTONLIFELOCK INC,Equity,0.03,25.92,445852,11556483.84,11556483.84,Information Technology,US6687711084,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,YF6ZV0M6AU4FY94MK914
III,3I GROUP PLC,Equity,0.03,17.8,648879,11548570,11548570,Financials,GB00B1YW4409,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,35GDVHRBMFE7NWATNM84
8630,SOMPO HOLDINGS INC,Equity,0.03,47.03,245470,11544813.41,11544813.41,Financials,JP3165000005,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800CWW4SRGEYEB512
STLD,STEEL DYNAMICS INC,Equity,0.03,63.71,180165,11478312.15,11478312.15,Materials,US8581191009,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300HGGKEL4FYTTQ83
SN.,SMITH AND NEPHEW PLC,Equity,0.03,18.6,611318,11372513.81,11372513.81,Health Care,GB0009223206,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,213800ZTMDN8S67S1H61
BAER,JULIUS BAER GRUPPE AG,Equity,0.03,68.36,166038,11350909.26,11350909.26,Financials,CH0102484968,SIX Swiss Exchange,Switzerland,CHF,iShares Core MSCI World UCITS ETF,5299007MF0604ZGJER92
AAP,ADVANCE AUTO PARTS INC,Equity,0.03,207.69,54382,11294597.58,11294597.58,Consumer Discretionary,US00751Y1064,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,529900UCNQ5H9FSL0Y70
9101,NIPPON YUSEN,Equity,0.03,91.75,122800,11266466.03,11266466.03,Industrials,JP3753000003,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800YPW4XM0ZN5I149
CRDA,CRODA INTERNATIONAL PLC,Equity,0.03,125.91,89483,11267062.239999998,11267062.239999998,Materials,GB00BJFFLV09,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,2138004WCNBFJEEOXV26
IRM,IRON MOUNTAIN INC,Equity,0.03,44.91,250443,11247395.13,11247395.13,Real Estate,US46284V1017,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,SQL3F6CKNNBM3SQGHX24
CE,CELANESE CORP,Equity,0.03,152.36,73724,11232588.64,11232588.64,Materials,US1508701034,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300FHJQTDPPN41627
EMN,EASTMAN CHEMICAL,Equity,0.03,104.96,106745,11203955.2,11203955.2,Materials,US2774321002,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,FDPVHDGJ1IQZFK9KH630
CTXS,CITRIX SYSTEMS INC,Equity,0.03,110.95,100719,11174773.05,11174773.05,Information Technology,US1773761002,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,HCTKJGUQOPZ5NBK7NP58
CCEP,COCA COLA EUROPACIFIC PARTNERS PLC,Equity,0.02,59.48,185723,11046804.04,11046804.04,Consumer Staples,GB00BDCPN049,"NASDAQ",Netherlands,USD,iShares Core MSCI World UCITS ETF,549300LTH67W4GWMRF57
PUB,PUBLICIS GROUPE SA,Equity,0.02,66.93,164079,10982515.47,10982515.47,Communication,FR0000130577,Nyse Euronext - Euronext Paris,France,EUR,iShares Core MSCI World UCITS ETF,2138004KW8BV57III342
SPX,SPIRAX-SARCO ENGINEERING PLC,Equity,0.02,225,48708,10959387.67,10959387.67,Industrials,GB00BWFGQN14,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,213800WFVZQMHOZP2W17
NXT,NEXT PLC,Equity,0.02,110.19,99220,10932807.72,10932807.72,Consumer Discretionary,GB0032089863,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,213800WQD8ECPZP9PH98
JBHT,JB HUNT TRANSPORT SERVICES INC,Equity,0.02,171.19,63587,10885458.53,10885458.53,Industrials,US4456581077,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300XCD1MPI1C5GK90
ZEN,ZENDESK INC,Equity,0.02,125.48,86733,10883256.84,10883256.84,Information Technology,US98936J1016,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300SLI6BN94BKKO36
EVRG,EVERGY INC,Equity,0.02,64.55,168074,10849176.7,10849176.7,Utilities,US30034W1062,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300PGTHDQY6PSUI61
LVS,LAS VEGAS SANDS CORP,Equity,0.02,37.52,287518,10787675.36,10787675.36,Consumer Discretionary,US5178341070,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300DUOO1KXOHPM605
2802,AJINOMOTO INC,Equity,0.02,32.36,332095,10745764.34,10745764.34,Consumer Staples,JP3119600009,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800UT0TLROREPIC92
LYFT,LYFT INC CLASS A,Equity,0.02,52.39,204903,10734868.17,10734868.17,Industrials,US55087P1049,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300H7I5VN334XVZ52
SINCH,SINCH,Equity,0.02,21.49,497196,10685115.34,10685115.34,Information Technology,SE0016101844,Nasdaq Omx Nordic,Sweden,SEK,iShares Core MSCI World UCITS ETF,549300UXY7QM6IDCGI12
6201,TOYOTA INDUSTRIES CORP,Equity,0.02,88.83,120263,10682732.51,10682732.51,Consumer Discretionary,JP3634600005,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,35380000WKGEAHEMW830
FBHS,FORTUNE BRANDS HOME AND SECURITY I,Equity,0.02,95.14,112315,10685649.1,10685649.1,Industrials,US34964C1062,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,54930032LHW54PQUJD44
PCG,PG&E CORP,Equity,0.02,9.69,1096180,10621984.2,10621984.2,Utilities,US69331C1080,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,8YQ2GSDWYZXO2EDN3511
ACA,CREDIT AGRICOLE SA,Equity,0.02,13.96,760440,10618232.46,10618232.46,Financials,FR0000045072,Nyse Euronext - Euronext Paris,France,EUR,iShares Core MSCI World UCITS ETF,969500TJ5KRTCJQWXH05
HLMA,HALMA PLC,Equity,0.02,41.92,252530,10585017.18,10585017.18,Information Technology,GB0004052071,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,2138007FRGLUR9KGBT40
WHR,WHIRLPOOL CORP,Equity,0.02,212.69,49559,10540703.71,10540703.71,Consumer Discretionary,US9633201069,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,WHENKOULSSK7WUM60H03
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Equity,0.02,37.07,284440,10544190.8,10544190.8,Communication,US4606901001,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,5493008IUOJ5VWTRC333
EDEN,EDENRED,Equity,0.02,54.52,193168,10532257.739999998,10532257.739999998,Information Technology,FR0010908533,Nyse Euronext - Euronext Paris,France,EUR,iShares Core MSCI World UCITS ETF,9695006LOD5B2D7Y0N70
8309,SUMITOMO MITSUI TRUST HOLDINGS INC,Equity,0.02,35.49,296673,10530335.76,10530335.76,Financials,JP3892100003,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800P843RLCDBLNT17
CCK,CROWN HOLDINGS INC,Equity,0.02,108,97243,10502244,10502244,Materials,US2283681060,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,NYLWZIOY8PUNIT4JOE22
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Equity,0.02,83.13,126253,10495411.89,10495411.89,Real Estate,US29472R1086,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,529900PEQG66LENB6798
ABMD,ABIOMED INC,Equity,0.02,357.87,29265,10473065.55,10473065.55,Health Care,US0036541003,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,5493001EZN4ZTB4Z5887
PTC,PTC INC,Equity,0.02,125.5,82927,10407338.5,10407338.5,Information Technology,US69370C1009,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,54930050SSMU8SKDJ030
SEDG,SOLAREDGE TECHNOLOGIES INC,Equity,0.02,270.4,38271,10348478.4,10348478.4,Information Technology,US83417M1045,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,5493000K6Y58XXPDF853
FOXA,FOX CORP CLASS A,Equity,0.02,37.33,276868,10335482.44,10335482.44,Communication,US35137L1052,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300DDU6FDRBIELS05
BRO,BROWN & BROWN INC,Equity,0.02,57.46,179857,10334583.22,10334583.22,Financials,US1152361010,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300PC8KTJ71XKFY89
SCMN,SWISSCOM AG,Equity,0.02,574.05,17905,10278420.06,10278420.06,Communication,CH0008742519,SIX Swiss Exchange,Switzerland,CHF,iShares Core MSCI World UCITS ETF,5493005SL9HHOXS3B739
PSN,PERSIMMON PLC,Equity,0.02,38.43,267253,10271086,10271086,Consumer Discretionary,GB0006825383,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,213800XI72Y57UWN6F31
4307,NOMURA RESEARCH INSTITUTE LTD,Equity,0.02,40.58,253010,10268075.7,10268075.7,Information Technology,JP3762800005,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,5299005F1HCVF4M4QN79
5201,AGC INC,Equity,0.02,52.17,196712,10261674.78,10261674.78,Industrials,JP3112000009,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,JE4WFFEELMVPFZ0G1E77
ENT,ENTAIN PLC,Equity,0.02,26.56,384268,10204407.739999998,10204407.739999998,Consumer Discretionary,IM00B5VQMV65,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,213800GNI3K45LQR8L28
5020,ENEOS HOLDINGS INC,Equity,0.02,4.24,2404728,10197888.92,10197888.92,Energy,JP3386450005,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,3538001KQ5SAOZSQTT44
ACGL,ARCH CAPITAL GROUP LTD,Equity,0.02,39.16,259394,10157869.04,10157869.04,Financials,BMG0450A1053,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300AYR4P8AFKDCE43
4151,KYOWA KIRIN LTD,Equity,0.02,37.21,272012,10121376.739999998,10121376.739999998,Health Care,JP3256000005,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,529900TBXKVTQGYA3582
4188,MITSUBISHI CHEMICAL CORP,Equity,0.02,9.56,1052770,10062042.5,10062042.5,Materials,JP3897700005,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800YNKX4RQUGAR072
MOH,MOLINA HEALTHCARE INC,Equity,0.02,269.63,37286,10053424.18,10053424.18,Health Care,US60855R1005,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300NQQCEQ46YHZ591
RO,ROCHE HOLDING AG,Equity,0.02,425.14,23562,10017064.68,10017064.68,Health Care,CH0012032113,SIX Swiss Exchange,Switzerland,CHF,iShares Core MSCI World UCITS ETF,549300U41AUUVOAAOB37
RTO,RENTOKIL INITIAL PLC,Equity,0.02,8.33,1198962,9988372.58,9988372.58,Industrials,GB00B082RF11,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,549300VN4WV7Z6T14K68
NWG,"NATWEST GROUP PLC",Equity,0.02,2.92,3406158,9943392.68,9943392.68,Financials,GB00B7T77214,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,2138005O9XJIJN4JPN90
CABO,CABLE ONE INC,Equity,0.02,1963.85,5054,9925297.9,9925297.9,Communication,US12685J1051,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300648QS85T0XSH18
NDSN,NORDSON CORP,Equity,0.02,243.38,40760,9920168.8,9920168.8,Industrials,US6556631025,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,14OS6Q5N55N95WM84M53
CABK,CAIXABANK SA,Equity,0.02,3.03,3268350,9907852.52,9907852.52,Financials,ES0140609019,Bolsa De Madrid,Spain,EUR,iShares Core MSCI World UCITS ETF,7CUNS533WID6K7DGFI87
PKG,PACKAGING CORP OF AMERICA,Equity,0.02,143.70999999999998,68891,9900325.61,9900325.61,Materials,US6951561090,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300XZP8MFZFY8TJ84
